id,latitude,longitude,magnitude,time,catalog_id
5909,28.018482268579053,100.75986721668752,3.6,2013-01-08 19:20:32.448259000,270
5907,31.26843437813119,103.24733633151156,3.6,2013-01-08 14:05:36.533653904,273
5907,27.570103543594126,104.0298706796396,3.4,2013-01-08 01:17:37.098959507,275
5908,25.00354421812425,103.98662766395026,3.8,2013-01-08 13:17:28.261947306,275
5907,25.34960342547949,102.38190176112775,3.4,2013-01-08 09:43:44.675291179,277
5908,23.140368318801908,103.88710270724609,3.5,2013-01-08 12:55:14.339390000,279
5907,23.892444975661057,99.87081684285499,3.7,2013-01-08 04:47:44.210682934,282
5908,23.561082100981714,101.30675616088148,3.5,2013-01-08 01:26:38.071768000,284
5907,29.320787942491773,105.21963133811923,3.5,2013-01-08 14:30:12.210590098,285
5908,26.881224117878098,103.98306846050784,3.4,2013-01-08 18:49:29.876971000,291
5908,23.548302755637188,104.36014221667072,3.6,2013-01-08 03:26:30.190889000,292
5909,26.476385385142784,102.51736462139782,3.8,2013-01-08 06:11:15.867800596,292
5907,31.19993842380984,103.4999797901526,4.1,2013-01-08 00:33:59.429166102,293
5908,31.1973092130844,103.49990813296604,3.7,2013-01-08 07:36:06.493324264,293
5907,28.6800814502016,104.98030815945731,4.9,2013-01-08 07:10:20.679153230,297
5908,28.680018516499434,104.98046138291419,3.8,2013-01-08 07:31:53.404166621,297
5909,28.679760176141126,104.98037986590704,3.5,2013-01-08 08:40:03.068514314,297
5910,28.683552460928443,104.99005964082683,4.2,2013-01-08 07:35:39.714715822,297
5908,31.327468744252148,102.49718239476259,3.7,2013-01-08 20:50:09.601797000,299
5908,26.008466047316748,103.12949959236062,3.7,2013-01-08 23:49:11.461388000,301
5908,23.681941794711612,102.61489258669963,3.5,2013-01-08 13:33:26.669211000,306
5908,28.42878588259984,104.91822242079066,3.8,2013-01-08 16:29:34.752564000,308
5908,27.615949817537807,100.87464804131724,5.3,2013-01-08 19:05:25.587183000,310
5909,27.614596715864486,100.87447661036211,3.6,2013-01-08 22:22:10.128446749,310
5907,22.076882639193386,100.56698537803271,3.6,2013-01-08 17:31:06.279507466,317
5908,28.390215732041177,104.2569675062071,3.5,2013-01-08 16:11:35.633428000,318
5908,23.059366781421172,99.5379925487825,3.5,2013-01-08 03:28:48.991613000,322
5907,26.89990008020383,104.2201658108918,3.5,2013-01-08 15:31:35.190710859,326
5907,31.175402925549456,103.41477498468656,3.9,2013-01-08 10:52:51.083525871,327
5907,23.330227673586293,100.07954439427854,4.7,2013-01-08 20:56:48.023347956,335
5908,23.330504391525942,100.07947159934794,3.9,2013-01-08 20:57:27.968110607,335
5909,23.33051417148259,100.07944223585932,3.9,2013-01-08 22:13:12.815270599,335
5908,24.015599431010383,104.40495873004507,3.6,2013-01-08 14:14:53.584790000,336
5907,31.219992366814694,103.67002605976549,3.8,2013-01-08 03:47:23.973355870,337
5907,25.553544027616546,101.11699295988781,3.5,2013-01-08 07:34:40.084825290,338
5908,28.08031289742608,103.52739557865618,3.4,2013-01-08 22:00:50.831240000,344
5908,27.378404429093212,102.59578870357191,3.4,2013-01-08 18:18:38.642636000,354
5908,24.46984626489511,102.38855236237248,3.4,2013-01-08 01:38:41.347386000,355
5908,25.956636479112802,100.25212124219365,3.9,2013-01-08 07:03:47.913283000,356
5909,29.254249415885386,100.11027380923632,3.9,2013-01-08 14:15:41.389107000,356
5908,27.045420978385067,101.14162802198759,3.8,2013-01-08 11:04:11.659710000,359
5909,30.879274334496262,103.21991569323879,4.1,2013-01-08 11:42:49.440387665,359
5908,27.934171227772264,104.93853703043624,4.7,2013-01-08 07:52:35.132131000,363
5908,25.46343515115397,101.00274152292415,3.6,2013-01-08 23:54:37.033089000,365
5907,27.477782143251,103.97756536223864,3.4,2013-01-08 00:27:07.991476490,369
5908,27.47647137235914,103.97658309149342,4.5,2013-01-08 00:38:50.836347987,369
5907,24.83686169513221,99.03186767907698,3.9,2013-01-08 18:29:04.279042662,381
5907,28.099919680375212,104.28002355079384,3.7,2013-01-08 08:43:53.282422980,382
5908,26.975056950248305,100.96870218801907,3.8,2013-01-08 04:50:16.682900000,391
5909,26.97556864930031,100.96823370393184,3.7,2013-01-08 05:06:49.829366009,391
5910,26.988657545527474,100.97507355742012,3.8,2013-01-08 08:54:29.121682267,391
5908,23.109960174267293,104.15617189141777,3.4,2013-01-08 20:54:01.160375000,392
5909,31.479941171287773,103.97994076186237,3.5,2013-01-08 00:08:33.977853699,392
5907,24.7706079036435,97.91971463890971,4.2,2013-01-08 01:21:47.842565067,394
5907,31.78006184066814,104.11996246807446,5.0,2013-01-08 04:10:22.906837433,396
5908,26.35542607617211,100.55025182785705,4.1,2013-01-08 21:02:28.122629000,405
5908,29.43317546147697,104.66489710000948,5.0,2013-01-08 08:43:10.555603000,408
5909,23.28210622423345,99.52963672737151,3.5,2013-01-08 12:24:12.964558853,408
5907,31.849150858467535,104.17969110982598,3.4,2013-01-08 09:48:01.317960328,424
5907,27.549903841136935,103.9701107250147,3.8,2013-01-08 08:53:03.975546006,442
5907,27.66696484621566,100.71484402288513,3.8,2013-01-08 06:49:06.340512408,446
5907,25.662870261614888,99.91318979920707,3.7,2013-01-08 11:33:33.333632529,449
5907,23.254439314084088,101.51938584066481,3.7,2013-01-08 08:07:07.955693312,454
5907,24.978234795879743,98.7060752103802,4.0,2013-01-08 21:29:21.106706704,456
5908,24.979223010360954,98.70511000708922,5.3,2013-01-08 22:15:36.095436112,456
5907,25.030599644455858,98.72945479999129,4.2,2013-01-08 06:59:45.580238264,469
5907,30.13173403876364,102.8721210204482,4.3,2013-01-08 09:17:56.269595423,477
5908,22.48974439806272,101.06428920313158,4.3,2013-01-08 21:05:15.637284000,480
5907,27.918367686580293,101.17847561554446,4.6,2013-01-08 03:37:40.242352390,492
5908,28.081323130836083,100.92611573144276,5.2,2013-01-08 03:50:25.534724713,492
5908,30.755613645851078,99.97759939478259,3.9,2013-01-08 02:03:14.140300000,493
5908,29.329153555131285,100.13877244858367,4.8,2013-01-08 01:46:49.302100000,499
5907,25.049930726125822,97.9698957590182,3.4,2013-01-08 05:07:08.786090578,502
5908,31.662729696493273,102.25819503427691,3.5,2013-01-08 15:01:50.525164000,505
5909,25.750118871567917,99.79996209910144,3.5,2013-01-08 03:13:47.837619397,505
5908,23.269390213147968,102.96143661138636,3.4,2013-01-08 03:05:59.913010000,507
5909,31.277277872515423,103.56420000518723,3.9,2013-01-08 05:17:39.491265222,507
5907,29.39765300191631,105.49691350527196,3.9,2013-01-08 06:34:12.245687408,520
5907,31.902300404392907,104.12074439173627,4.4,2013-01-08 14:45:09.311309862,521
5907,27.542026269807376,103.98158568802846,3.4,2013-01-08 00:00:45.241885801,530
5908,27.542010675589893,103.98145364307572,3.7,2013-01-08 00:24:00.278414318,530
5909,27.53694121755777,103.98331418512844,4.3,2013-01-08 01:29:49.134730477,530
5908,30.98453204338105,103.54627730036155,3.5,2013-01-08 04:16:22.267251000,532
5908,25.825076476475733,103.94214599162962,4.1,2013-01-08 01:48:07.017286000,534
5907,31.56994120732196,103.08014142499667,4.4,2013-01-08 16:35:46.013399152,535
5908,31.83897116705585,104.16662527456313,4.0,2013-01-08 12:32:53.899158346,535
5907,31.42994970406417,103.86996625203642,3.7,2013-01-08 11:43:57.357473112,536
5908,23.2922257112802,99.85249556759621,3.8,2013-01-08 01:47:34.851073000,537
5909,31.119998163134145,103.41992089164964,3.9,2013-01-08 02:15:04.156337580,537
5907,27.723306303619783,100.88638819263161,4.0,2013-01-08 09:36:19.894845730,539
5908,25.769568190869663,99.06802959888611,3.8,2013-01-08 05:42:59.893637000,545
5908,31.80636577360836,99.67204496087196,3.5,2013-01-08 19:24:26.827407000,549
5908,25.195023972622856,100.25795293265973,3.8,2013-01-08 03:25:54.062396000,555
5909,25.195656002678533,100.25829937691553,5.1,2013-01-08 07:54:03.829116323,555
5908,27.87251775652008,103.73188300005684,3.6,2013-01-08 17:43:37.221298000,576
5907,27.551040965376313,103.96978691396016,3.5,2013-01-08 18:53:32.569367889,579
5908,22.76619471959605,99.83184441012266,5.7,2013-01-08 21:49:02.094813000,583
5907,31.0033516322612,103.51398841500213,5.5,2013-01-08 04:10:44.553565279,584
5907,31.32054281540598,103.43021986448781,3.7,2013-01-08 09:09:23.190463563,598
5907,24.678766625607356,97.83201944957132,3.5,2013-01-08 07:26:25.217601845,601
5907,24.66995738224804,99.17991477771152,4.1,2013-01-08 02:18:07.710639956,603
5908,28.964752632937017,102.44950797788778,3.9,2013-01-08 16:12:27.369544000,605
5907,29.150153178348567,102.28011268215792,3.8,2013-01-08 17:08:29.889890089,606
5908,23.71415948041323,101.95618210688751,3.4,2013-01-08 02:46:35.387006000,615
5907,24.669971357792893,99.17994945759395,3.4,2013-01-08 23:11:06.386984186,616
5907,29.317570509499607,105.2281816847076,3.4,2013-01-08 16:21:55.744135248,618
5907,31.049920403887025,103.73571936017466,4.5,2013-01-08 14:08:50.847441800,619
5907,26.220381859605386,101.90083766073883,3.9,2013-01-08 23:04:57.660705342,622
5907,27.79967205454116,100.68008229265034,3.6,2013-01-08 01:36:40.672416713,627
5908,25.024546733093448,103.00905818232803,3.8,2013-01-08 09:02:24.659472000,628
5907,29.98868685512285,103.24102069446315,4.2,2013-01-08 13:50:42.159873005,632
5907,24.40033246387658,99.23053663732932,4.4,2013-01-08 11:26:36.328415127,634
5907,28.165245306737294,104.2646702405936,3.8,2013-01-08 15:46:38.769508719,641
5908,27.087628821588716,101.25283147133675,4.6,2013-01-08 16:25:37.849472000,651
5908,31.055742497255977,103.39802079606768,3.7,2013-01-08 14:27:50.136099000,654
5909,25.967733223312695,99.71931880506105,3.7,2013-01-08 07:42:02.895559372,654
5908,27.561423210594132,100.8422166263814,3.5,2013-01-08 23:20:15.827610000,663
5907,27.936789538442603,105.24540537271547,3.5,2013-01-08 20:50:01.679325018,665
5908,27.69823151928511,99.5563222072905,3.4,2013-01-08 08:36:57.326155000,666
5907,31.020104500753604,103.48041113762434,4.5,2013-01-08 14:41:38.305635762,671
5908,26.36885510354142,102.9141662387301,6.2,2013-01-08 16:28:17.633314000,672
5909,26.36918021971734,102.91478876515872,5.8,2013-01-08 20:45:32.184924288,672
5908,29.23716066013295,104.06829104850175,3.8,2013-01-08 11:32:14.380119000,675
5908,23.250329715620573,103.31779905190372,3.6,2013-01-08 21:52:24.407859000,683
5908,24.69792183293679,100.06034242304705,3.7,2013-01-08 05:47:36.577032000,689
5908,21.443865277005585,101.48073729455619,5.2,2013-01-08 21:37:06.655970000,690
5907,24.67238640019652,99.1797184944341,3.4,2013-01-08 14:26:31.326678448,692
5907,24.88000712673689,99.23007206634585,3.9,2013-01-08 00:35:33.105652688,696
5907,29.320025633621917,105.23030665322185,4.4,2013-01-08 15:34:46.516774940,699
5908,23.376550023773056,103.54094127881297,3.8,2013-01-08 19:55:48.007602000,702
5907,26.201330930190434,103.05755599651116,4.0,2013-01-08 16:20:54.623276295,705
5907,31.878689025602746,104.16564770670253,3.8,2013-01-08 17:53:19.036588759,713
5908,29.34730485540056,98.5478023436574,5.1,2013-01-08 13:51:20.933678000,715
5907,24.669178090807225,99.17732375304331,3.7,2013-01-08 14:46:31.397067929,718
5908,23.275754481629512,99.51922468712465,4.2,2013-01-08 10:02:55.004146000,724
5908,26.10965926038026,99.64746634443105,4.1,2013-01-08 04:56:39.654723000,726
5908,28.931639338498936,103.65630218882072,4.0,2013-01-08 07:41:40.126329000,729
5908,22.703897033239773,99.8569472420031,4.1,2013-01-08 23:01:47.108895000,732
5908,31.96008441182507,103.12247381445037,3.5,2013-01-08 04:11:11.027141000,733
5907,30.958507107574874,103.5047839948889,3.4,2013-01-08 23:26:42.327058597,736
5908,23.965837549302744,102.94211358272076,3.4,2013-01-08 18:20:26.170210000,739
5908,26.031433768573947,101.23178859185616,3.8,2013-01-08 05:31:24.349740000,743
5909,27.21232271028523,103.04956981672565,3.4,2013-01-08 16:25:27.421788600,743
5910,24.551728953340366,100.66854208206378,4.9,2013-01-08 08:18:29.869212516,743
5907,30.950810167991786,103.18111809889746,3.8,2013-01-08 15:49:28.599525422,745
5907,29.32972331161861,105.19949061649343,4.6,2013-01-08 08:28:10.806429652,746
5908,29.329691293087,105.19947145684861,3.8,2013-01-08 16:35:47.867754178,746
5908,22.12931211813468,101.20472187721067,3.4,2013-01-08 09:40:13.712455000,748
5907,27.800014012450905,100.67994931855507,4.9,2013-01-08 13:38:32.041730392,751
5908,25.065559103348974,105.01724328508756,3.7,2013-01-08 19:59:29.004145000,753
5909,26.81709193840955,102.89230949152736,4.5,2013-01-08 22:31:55.461818000,753
5907,27.574679898159594,104.02451428618902,3.5,2013-01-08 22:20:31.632406008,758
5907,23.330797480597166,100.08315649779387,3.7,2013-01-08 22:17:06.025330100,759
5907,31.335433475269145,103.5795684364609,3.6,2013-01-08 11:30:48.497821820,760
5907,27.66976725170003,104.55074510226486,3.7,2013-01-08 13:22:37.771296906,761
5907,28.129992827513334,101.17995747949335,3.7,2013-01-08 09:06:22.687257672,763
5908,28.833087169129804,104.77018683339087,4.8,2013-01-08 07:43:36.315607000,764
5909,28.83303837616501,104.77016222202467,3.6,2013-01-08 08:28:16.019050757,764
5910,28.833451665024917,104.77010655455537,4.9,2013-01-08 07:45:18.506162592,764
5911,28.826578997087733,104.76114453715066,3.7,2013-01-08 07:49:47.789464664,764
5908,28.505708085275746,104.71358253946683,4.5,2013-01-08 17:07:17.865192000,765
5908,27.465370267928606,103.57050359795865,3.6,2013-01-08 10:13:01.385860000,769
5907,27.619873126196488,100.09985485695009,3.5,2013-01-08 19:06:14.296423151,776
5908,25.13282324651897,98.92028635754498,3.8,2013-01-08 22:11:49.715149000,784
5907,31.849488868802993,104.27043428832151,3.9,2013-01-08 22:13:32.541480900,790
5908,31.850531886156677,104.27341518502764,3.4,2013-01-08 22:28:26.539946572,790
5908,22.40967340847604,99.89074190475905,4.0,2013-01-08 09:16:28.210243000,794
5908,24.765450601917014,97.97790402025828,3.6,2013-01-08 09:30:19.659067000,799
5908,26.224044174328974,105.21379992017224,3.8,2013-01-08 05:29:24.773850000,810
5909,26.223319271851345,105.21479916746253,3.4,2013-01-08 06:46:20.849407272,810
5907,31.88118128497875,104.37284163064099,4.7,2013-01-08 07:33:57.377692058,812
5908,29.7719337348739,98.37424285920012,4.4,2013-01-08 21:50:19.707455000,834
5909,29.77995525026269,98.37445649430474,3.4,2013-01-08 23:01:56.232682231,834
5910,29.771877284252948,98.37402616071003,4.1,2013-01-08 22:43:16.986802025,834
5907,31.949922215528122,104.27972246890542,3.6,2013-01-08 09:07:12.997118290,837
5908,31.94358321747136,104.2769543370829,3.8,2013-01-08 10:19:53.335809386,837
5908,29.362408156471048,100.96969193410327,4.0,2013-01-08 01:35:10.994751000,838
5908,24.806523758635276,98.89480437455728,3.4,2013-01-08 23:15:15.809317000,844
5908,30.392468239413162,103.07782108077208,4.9,2013-01-08 18:38:11.350254000,847
5908,22.251417912279376,101.25609118364476,4.0,2013-01-08 19:12:58.527817000,849
5907,29.329932523473186,105.22614418595556,3.6,2013-01-08 06:19:56.808454266,857
5908,29.325835414689603,105.22961453691178,4.1,2013-01-08 06:21:26.745838987,857
5909,29.271914296111436,105.25231621264534,3.7,2013-01-08 07:31:31.097964200,857
5907,24.729990032231175,97.87998536162853,3.4,2013-01-08 12:23:12.954438056,861
5908,28.637385736813446,104.65994074553853,3.5,2013-01-08 13:57:06.442767000,862
5908,23.87172496698423,100.31950146934928,4.0,2013-01-08 04:57:42.725116000,863
5907,25.15118282114191,101.89580435852352,4.1,2013-01-08 14:22:06.800177574,864
5907,30.969796191578293,103.6499680036182,3.7,2013-01-08 14:52:56.881326411,865
5908,23.728888362037413,104.74807815733145,3.7,2013-01-08 07:18:23.370094000,867
5908,26.9781685942916,103.76448284990381,4.3,2013-01-08 11:16:11.831929000,872
5908,25.172904858313334,101.97813543505958,3.7,2013-01-08 10:40:58.262353000,876
5908,26.200121835099555,99.556996828745,3.9,2013-01-08 14:50:42.332503000,878
5907,23.33084380162536,100.08302813111102,3.7,2013-01-08 13:16:30.208233198,882
5908,23.330923957132587,100.08304372065417,5.1,2013-01-08 13:17:54.635914854,882
5907,25.136370605622556,100.02030685689792,4.0,2013-01-08 08:18:31.847168549,883
5907,27.515981763799125,103.97267229398369,4.2,2013-01-08 00:47:59.129037927,892
5908,27.361730898829634,104.54142092349181,5.8,2013-01-08 06:10:51.411678664,892
5907,25.12007847259767,99.96992731847222,4.2,2013-01-08 13:49:43.144823208,895
5907,24.722180917728537,97.91986858268932,3.9,2013-01-08 15:24:19.777338940,900
5908,23.493393319637033,99.93642083086978,3.6,2013-01-08 10:55:21.590341000,910
5907,31.880072835973305,104.23049068518704,4.2,2013-01-08 02:10:18.798337557,912
5908,23.32695768120935,100.08425905064918,4.5,2013-01-08 15:16:23.231525303,912
5907,31.308311740804008,103.37328645594616,3.6,2013-01-08 01:40:25.584679091,915
5908,28.74526782925638,100.84576724343542,3.5,2013-01-08 00:22:33.716683000,916
5907,27.02919282823217,102.61283604081733,3.7,2013-01-08 11:26:55.382697440,918
5908,22.244747317483657,99.80627341377163,3.4,2013-01-08 22:06:20.321332000,931
5907,31.170054759107362,103.58003259122313,4.4,2013-01-08 15:36:34.378882572,935
5907,31.282756763413865,103.71940614642855,4.4,2013-01-08 09:47:11.659597243,941
5907,31.2799739515127,103.77007786205509,5.0,2013-01-08 05:22:30.089127481,946
5908,22.60260373181163,100.80848474401405,3.4,2013-01-08 06:21:07.648901000,956
5908,27.176534476610335,103.59544672156635,4.0,2013-01-08 05:14:36.620109000,958
5907,25.120193398039582,99.9705396795981,3.5,2013-01-08 19:54:10.292831188,963
5907,22.129941883191922,100.79979704855603,4.5,2013-01-08 04:30:35.744339638,966
5908,27.103564288823122,100.32858183244166,4.2,2013-01-08 08:25:00.565215000,981
5909,29.249610831319572,104.70394532156922,3.5,2013-01-08 09:23:34.409252000,981
5907,31.291816585723353,103.1978293342336,3.7,2013-01-08 10:26:00.148806646,986
5908,22.843791029276996,99.74145094102364,4.0,2013-01-08 11:56:09.436607000,988
5907,27.479476932684822,103.98412270940811,3.4,2013-01-08 21:44:06.334265595,998
5908,29.73020575455668,103.07924913943938,5.9,2013-01-08 20:06:37.943868000,1001
5909,29.726828719043077,103.08973162810108,7.7,2013-01-08 20:12:22.940094475,1001
5910,29.726866580387618,103.08948930782351,4.1,2013-01-08 20:32:40.608223027,1001
5911,29.726006934880807,103.08648651933039,4.5,2013-01-08 21:34:39.418832085,1001
5907,31.820314067561792,104.28087088173876,3.8,2013-01-08 22:14:55.895832603,1005
5908,29.150012318843746,104.60744507911947,4.0,2013-01-08 16:49:05.787746000,1008
5909,29.149966702561684,104.60756319744661,3.9,2013-01-08 16:50:50.560206944,1008
5910,29.320171883121024,105.2300662993099,4.2,2013-01-08 07:31:37.185544688,1008
5907,31.02398794812862,103.30014836820375,4.0,2013-01-08 10:51:31.487653149,1010
5908,29.26104869122786,103.93021284340928,3.4,2013-01-08 00:08:58.582471000,1012
5908,26.20140968583064,99.7689690801956,3.4,2013-01-08 13:31:34.607047000,1020
5909,28.329781615786594,104.87998954915835,3.8,2013-01-08 23:42:48.560578052,1020
5908,28.122237616783092,104.66938213470759,3.8,2013-01-08 11:38:14.676306001,1028
5907,29.329034771920306,105.19863479406779,3.4,2013-01-08 02:00:22.772590985,1031
5908,22.98408950986175,99.67373773748005,3.9,2013-01-08 01:49:40.760932000,1032
5908,22.860034222145394,99.6136556159969,3.6,2013-01-08 03:37:04.669054000,1043
5907,26.3512884086604,100.16591779648986,4.0,2013-01-08 20:44:28.035026669,1046
5907,24.399319432116737,99.2305030929907,3.7,2013-01-08 19:03:38.526736273,1047
5907,29.333322038787333,105.20467554163984,3.4,2013-01-08 06:02:53.409833513,1055
5907,27.120122726409644,102.97999558009758,3.7,2013-01-08 04:35:31.719424059,1056
5908,24.66964408874652,99.17707588857044,3.5,2013-01-08 18:56:40.153743149,1056
5909,24.670722079996168,99.17639728044118,3.7,2013-01-08 20:25:11.480136696,1056
5907,31.06913070533583,103.48438037872604,3.5,2013-01-08 08:06:25.385480950,1059
5908,22.577459585443407,101.34015471988153,4.0,2013-01-08 17:22:31.562819000,1068
5909,22.577565621001714,101.34012199098234,4.3,2013-01-08 17:22:37.537848126,1068
5910,29.320067242148188,105.22993427664834,3.7,2013-01-08 13:29:07.429446964,1068
5911,29.316574205300537,105.23882309956474,4.2,2013-01-08 15:19:12.820935199,1068
5907,31.824471672673724,102.98423872788798,3.4,2013-01-08 21:49:48.282578656,1070
5907,31.570013432492864,103.9999119321866,4.0,2013-01-08 21:52:35.848709417,1075
5907,31.749973453287538,104.13001611753569,4.0,2013-01-08 06:45:01.910130900,1076
5908,29.928881881939375,101.7911696441048,3.6,2013-01-08 04:01:12.698502000,1079
5909,29.928987475613784,101.7917168327371,5.1,2013-01-08 05:16:36.534146674,1079
5910,21.32000952261561,101.73006517398784,4.1,2013-01-08 21:00:33.748086301,1079
5908,22.536342182204947,102.11629502468773,3.8,2013-01-08 14:15:13.585593000,1087
5907,31.26934102698094,103.59938173339685,3.8,2013-01-08 18:55:33.544994264,1089
5908,25.914376902314032,103.88189762729341,3.7,2013-01-08 10:08:54.902387000,1091
5908,31.838743936965425,99.43318131886919,3.9,2013-01-08 15:26:07.329573000,1093
